"確定病名","發病年份","發病週別","縣市","性別","是否為境外移入","年齡層","確定病例數","鄉鎮"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",5,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",3,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",11,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",3,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",1,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",2,"汐止區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",2,"林口區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",15,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",1,"泰山區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",4,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",6,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",5,"樹林區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","50-54",3,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",13,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",4,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",7,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",2,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",5,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",1,"石碇區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",2,"汐止區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",1,"林口區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",14,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",1,"泰山區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",2,"淡水區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",7,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",9,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","55-59",5,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","5-9",1,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","5-9",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",13,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",6,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",18,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",2,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",10,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",4,"汐止區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",1,"林口區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",27,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",3,"淡水區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",5,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",12,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","60-64",2,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",10,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",12,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",22,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",14,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",3,"汐止區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",2,"林口區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",29,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",2,"深坑區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",8,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",9,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",1,"瑞芳區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",2,"樹林區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",5,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","65-69",1,"鶯歌區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",1,"三芝區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",17,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",2,"三峽區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",8,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",22,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",4,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",12,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",1,"石碇區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",5,"汐止區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",3,"林口區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",30,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",2,"淡水區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",2,"深坑區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",10,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",6,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","20","新北市","M","否","70+",1,"鶯歌區"
"嚴重特殊傳染性肺炎","2021","20","新竹市","F","否","35-39",1,"北區"
"嚴重特殊傳染性肺炎","2021","20","新竹市","F","否","40-44",1,"香山區"
"嚴重特殊傳染性肺炎","2021","20","新竹市","F","否","50-54",1,"東區"
"嚴重特殊傳染性肺炎","2021","20","新竹市","M","否","30-34",1,"北區"
"嚴重特殊傳染性肺炎","2021","20","新竹市","M","否","30-34",1,"東區"
"嚴重特殊傳染性肺炎","2021","20","新竹市","M","否","35-39",2,"東區"
"嚴重特殊傳染性肺炎","2021","20","新竹市","M","否","35-39",1,"香山區"
"嚴重特殊傳染性肺炎","2021","20","新竹市","M","否","60-64",1,"東區"
"嚴重特殊傳染性肺炎","2021","20","新竹市","M","否","65-69",1,"香山區"
"嚴重特殊傳染性肺炎","2021","20","新竹縣","F","否","50-54",1,"竹北市"
"嚴重特殊傳染性肺炎","2021","20","新竹縣","F","否","65-69",1,"竹北市"
"嚴重特殊傳染性肺炎","2021","20","新竹縣","M","否","40-44",1,"竹北市"
"嚴重特殊傳染性肺炎","2021","20","新竹縣","M","否","55-59",1,"竹北市"
"嚴重特殊傳染性肺炎","2021","20","新竹縣","M","否","65-69",2,"竹北市"
"嚴重特殊傳染性肺炎","2021","20","嘉義市","M","否","65-69",1,"西區"
"嚴重特殊傳染性肺炎","2021","20","嘉義縣","M","否","40-44",1,"溪口鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","0",1,"埔心鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","10-14",1,"埔心鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","15-19",1,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","20-24",1,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","25-29",1,"秀水鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","25-29",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","30-34",3,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","35-39",1,"伸港鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","35-39",1,"秀水鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","35-39",1,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","40-44",1,"芬園鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","40-44",2,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","45-49",1,"永靖鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","45-49",1,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","45-49",2,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","50-54",1,"田中鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","50-54",3,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","50-54",2,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","55-59",1,"大村鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","55-59",6,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","55-59",1,"彰化市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","5-9",1,"田中鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","60-64",1,"芳苑鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","60-64",1,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","60-64",1,"埔心鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","60-64",4,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","65-69",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","70+",2,"永靖鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","F","否","70+",4,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","1",1,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","10-14",1,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","15-19",1,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","15-19",1,"埔心鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","20-24",1,"鹿港鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","20-24",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","25-29",1,"溪州鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","30-34",2,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","35-39",1,"員林市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","45-49",1,"埔心鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","50-54",2,"花壇鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","50-54",4,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","55-59",1,"田中鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","55-59",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","60-64",1,"埔心鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","65-69",1,"彰化市"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","70+",1,"大村鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","70+",2,"永靖鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","70+",1,"芬園鄉"
"嚴重特殊傳染性肺炎","2021","20","彰化縣","M","否","70+",1,"員林市"
"嚴重特殊傳染性肺炎","2021","21","台中市","F","否","10-14",1,"大雅區"
"嚴重特殊傳染性肺炎","2021","21","台中市","F","否","15-19",1,"西屯區"
"嚴重特殊傳染性肺炎","2021","21","台中市","F","否","35-39",1,"西屯區"
"嚴重特殊傳染性肺炎","2021","21","台中市","M","否","10-14",1,"西屯區"
"嚴重特殊傳染性肺炎","2021","21","台中市","M","否","25-29",1,"太平區"
"嚴重特殊傳染性肺炎","2021","21","台中市","M","否","35-39",1,"西屯區"
"嚴重特殊傳染性肺炎","2021","21","台中市","M","否","4",1,"西屯區"
"嚴重特殊傳染性肺炎","2021","21","台中市","M","否","40-44",1,"西屯區"
"嚴重特殊傳染性肺炎","2021","21","台中市","M","否","50-54",1,"西屯區"
"嚴重特殊傳染性肺炎","2021","21","台中市","M","否","5-9",1,"東區"
"嚴重特殊傳染性肺炎","2021","21","台中市","M","否","65-69",1,"大雅區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","10-14",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","15-19",1,"士林區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","20-24",1,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","25-29",1,"士林區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","25-29",1,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","25-29",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","30-34",1,"士林區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","30-34",1,"大同區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","30-34",2,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","30-34",1,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","30-34",4,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","35-39",2,"大安區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","35-39",1,"北投區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","35-39",1,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","35-39",2,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","40-44",1,"大同區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","40-44",1,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","40-44",1,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","40-44",4,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","45-49",1,"士林區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","45-49",1,"大安區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","45-49",1,"中山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","45-49",1,"中正區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","45-49",1,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","45-49",1,"其他"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","45-49",2,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","45-49",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","50-54",2,"士林區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","50-54",1,"大同區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","50-54",1,"大安區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","50-54",1,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","50-54",3,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","55-59",1,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","55-59",1,"松山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","55-59",2,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","55-59",1,"南港區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","55-59",6,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","60-64",2,"大安區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","60-64",1,"中山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","60-64",2,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","60-64",7,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","65-69",2,"士林區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","65-69",1,"大同區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","65-69",1,"大安區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","65-69",2,"內湖區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","65-69",1,"北投區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","65-69",2,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","65-69",2,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","70+",2,"大同區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","70+",2,"大安區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","70+",2,"松山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","70+",7,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","70+",2,"南港區"
"嚴重特殊傳染性肺炎","2021","21","台北市","F","否","70+",6,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","0",1,"大同區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","0",1,"北投區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","10-14",1,"中正區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","10-14",1,"北投區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","10-14",2,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","20-24",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","25-29",2,"中正區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","25-29",1,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","25-29",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","3",1,"士林區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","3",1,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","35-39",1,"北投區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","35-39",1,"南港區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","35-39",3,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","40-44",1,"中正區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","40-44",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","40-44",1,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","40-44",3,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","45-49",1,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","45-49",2,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","50-54",1,"大安區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","50-54",2,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","50-54",1,"南港區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","50-54",2,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","55-59",2,"中正區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","55-59",1,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","55-59",3,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","5-9",1,"北投區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","5-9",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","60-64",2,"士林區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","60-64",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","60-64",1,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","60-64",1,"北投區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","60-64",1,"松山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","60-64",1,"南港區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","65-69",1,"士林區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","65-69",2,"大安區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","65-69",1,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","65-69",1,"北投區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","65-69",4,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","65-69",1,"南港區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","65-69",4,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","70+",1,"士林區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","70+",1,"大同區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","70+",2,"大安區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","70+",3,"中正區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","70+",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","70+",2,"文山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","70+",1,"北投區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","70+",1,"松山區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","70+",5,"信義區"
"嚴重特殊傳染性肺炎","2021","21","台北市","M","否","70+",7,"萬華區"
"嚴重特殊傳染性肺炎","2021","21","台東縣","F","否","55-59",1,"成功鎮"
"嚴重特殊傳染性肺炎","2021","21","台東縣","M","否","40-44",1,"太麻里鄉"
"嚴重特殊傳染性肺炎","2021","21","台南市","F","否","40-44",1,"東區"
"嚴重特殊傳染性肺炎","2021","21","台南市","F","否","50-54",1,"安平區"
"嚴重特殊傳染性肺炎","2021","21","台南市","M","否","20-24",1,"東區"
"嚴重特殊傳染性肺炎","2021","21","台南市","M","否","25-29",1,"安南區"
"嚴重特殊傳染性肺炎","2021","21","台南市","M","否","35-39",1,"北區"
"嚴重特殊傳染性肺炎","2021","21","台南市","M","否","35-39",1,"東區"
"嚴重特殊傳染性肺炎","2021","21","台南市","M","否","50-54",1,"南區"
"嚴重特殊傳染性肺炎","2021","21","台南市","M","否","55-59",1,"安平區"
"嚴重特殊傳染性肺炎","2021","21","台南市","M","否","55-59",1,"安南區"
"嚴重特殊傳染性肺炎","2021","21","宜蘭縣","F","否","55-59",1,"南澳鄉"
"嚴重特殊傳染性肺炎","2021","21","宜蘭縣","M","否","1",1,"蘇澳鎮"
"嚴重特殊傳染性肺炎","2021","21","宜蘭縣","M","否","30-34",1,"五結鄉"
"嚴重特殊傳染性肺炎","2021","21","宜蘭縣","M","否","5-9",1,"頭城鎮"
"嚴重特殊傳染性肺炎","2021","21","空值","M","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","21","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","21","南投縣","M","否","55-59",1,"竹山鎮"
"嚴重特殊傳染性肺炎","2021","21","南投縣","M","否","55-59",1,"草屯鎮"
"嚴重特殊傳染性肺炎","2021","21","屏東縣","F","否","45-49",1,"屏東市"
"嚴重特殊傳染性肺炎","2021","21","屏東縣","F","否","55-59",1,"長治鄉"
"嚴重特殊傳染性肺炎","2021","21","屏東縣","M","否","15-19",1,"屏東市"
"嚴重特殊傳染性肺炎","2021","21","屏東縣","M","否","55-59",1,"潮州鎮"
"嚴重特殊傳染性肺炎","2021","21","屏東縣","M","否","60-64",1,"長治鄉"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","30-34",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","35-39",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","45-49",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","50-54",1,"楊梅區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","55-59",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","55-59",1,"楊梅區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","55-59",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","60-64",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","65-69",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","70+",1,"平鎮區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","F","否","70+",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","M","否","25-29",1,"八德區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","M","否","25-29",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","M","否","25-29",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","M","否","50-54",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","M","否","60-64",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","M","否","65-69",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","21","桃園市","M","否","70+",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","21","高雄市","F","否","25-29",1,"前鎮區"
"嚴重特殊傳染性肺炎","2021","21","高雄市","F","否","55-59",1,"仁武區"
"嚴重特殊傳染性肺炎","2021","21","高雄市","F","否","70+",1,"大寮區"
"嚴重特殊傳染性肺炎","2021","21","高雄市","M","否","25-29",1,"大寮區"
"嚴重特殊傳染性肺炎","2021","21","高雄市","M","否","60-64",1,"前鎮區"
"嚴重特殊傳染性肺炎","2021","21","高雄市","M","否","70+",1,"前鎮區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","20-24",1,"七堵區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","25-29",1,"中山區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","25-29",1,"信義區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","35-39",1,"七堵區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","40-44",1,"仁愛區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","45-49",1,"中正區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","50-54",1,"中山區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","55-59",1,"七堵區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","5-9",1,"中山區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","60-64",1,"安樂區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","F","否","65-69",1,"中山區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","M","否","15-19",1,"中山區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","M","否","45-49",1,"信義區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","M","否","50-54",1,"中山區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","M","否","50-54",1,"安樂區"
