"確定病名","個案研判日","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","前金區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","前鎮區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","前鎮區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","美濃區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","美濃區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","茄萣區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","茄萣區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","茂林區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","茂林區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","苓雅區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","苓雅區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","桃源區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","桃源區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","梓官區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","梓官區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","鳥松區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","鳥松區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","湖內區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","湖內區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","新興區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","新興區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","楠梓區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","楠梓區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","路竹區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","路竹區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","鼓山區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","鼓山區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","旗山區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","旗山區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","旗津區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","旗津區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","鳳山區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","鳳山區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","橋頭區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","橋頭區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","燕巢區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","燕巢區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","彌陀區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","彌陀區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","鹽埕區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","高雄市","鹽埕區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",28
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2021/05/22","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","七堵區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","七堵區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","七堵區","女","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中山區","女","否","40-44",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中山區","女","否","50-54",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中山區","女","否","55-59",4
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中正區","女","否","40-44",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中正區","女","否","50-54",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中正區","女","否","55-59",4
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","仁愛區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","仁愛區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","仁愛區","女","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","安樂區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","安樂區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","安樂區","女","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","其他","女","否","40-44",28
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","其他","女","否","50-54",28
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","其他","女","否","55-59",56
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","信義區","女","否","40-44",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","信義區","女","否","50-54",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","信義區","女","否","55-59",4
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","暖暖區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","暖暖區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","暖暖區","女","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","七堵區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","七堵區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","七堵區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","七堵區","男","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","七堵區","男","否","70+",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中山區","男","否","15-19",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中山區","男","否","25-29",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中山區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中山區","男","否","60-64",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中山區","男","否","70+",4
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中正區","男","否","15-19",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中正區","男","否","25-29",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中正區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中正區","男","否","60-64",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","中正區","男","否","70+",4
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","仁愛區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","仁愛區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","仁愛區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","仁愛區","男","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","仁愛區","男","否","70+",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","安樂區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","安樂區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","安樂區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","安樂區","男","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","安樂區","男","否","70+",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","其他","男","否","15-19",28
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","其他","男","否","25-29",28
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","其他","男","否","55-59",28
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","其他","男","否","60-64",28
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","其他","男","否","70+",56
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","信義區","男","否","15-19",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","信義區","男","否","25-29",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","信義區","男","否","55-59",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","信義區","男","否","60-64",2
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","信義區","男","否","70+",4
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","暖暖區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","暖暖區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","暖暖區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","暖暖區","男","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/22","基隆市","暖暖區","男","否","70+",2
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","二崙鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","口湖鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","土庫鎮","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","大埤鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","元長鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","斗六市","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","斗南鎮","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","水林鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","北港鎮","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","古坑鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","台西鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","四湖鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","西螺鎮","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","其他","男","否","45-49",28
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","東勢鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","林內鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","虎尾鎮","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","崙背鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","麥寮鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","莿桐鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","雲林縣","褒忠鄉","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","八里區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三芝區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三重區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","三峽區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","土城區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","中和區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","五股區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","平溪區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","永和區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","4",1
